Participant ID,t2.q18.a1,t2.q18.a1.ch,t2.q18.a1.la,t2.q18.a1.monty,t2.q18.a2,t2.q18.a2.ch,t2.q18.a2.la,t2.q18.a2.monty,t2q18a3,t2.q18.a3.ch,t2.q18.a3.la,t2.q18.a3.monty,t2q18a4,t2.q18.a4.ch,t2.q18.a4.la,t2.q18.a4.monty,t2q18a5,t2.q18.a5.ch,t2.q18.a5.la,t2.q18.a5.monty,t2q1anu,t3q18a1,t3.q18.a1.ch,t3.q18.a1.la,t3.q18.a1.monty,t3q18a2,t3.q18.a2.ch,t3.q18.a2.la,t3.q18.a2.monty,t3q18a3,t3.q18.a3.ch,t3.q18.a3.la,t3.q18.a3.monty,t3q18a4,t3.q18.a4.ch,t3.q18.a4.la,t3.q18.a4.monty,t3q18a5,t3.q18.a5.ch,t3.q18.a5.la,t3.q18.a5.monty,t3q18anu,t2q18b1,t2.q18.b1.ch,t2.q18.b1.la,t2.q18.b1.monty,t2q18b2,t2.q18.b2.ch,t2.q18.b2.la,t2.q18.b2.monty,t2q18b3,t2.q18.b3.ch,t2.q18.b3.la,t2.q18.b3.monty,t2q18b4,t2.q18.b4.ch,t2.q18.b4.la,t2.q18.b4.monty,t2q18b5,t2.q18.b5.ch,t2.q18.b5.la,t2.q18.b5.monty,t2q18bnu,t3q18b1,t3.q18.b1.ch,t3.q18.b1.la,t3.q18.b1.monty,t3q18b2,t3.q18.b2.ch,t3.q18.b2.la,t3.q18.b2.monty,t3q18b3,t3.q18.b3.ch,t3.q18.b3.la,t3.q18.b3.monty,t3q18b4,t3.q18.b4.ch,t3.q18.b4.la,t3.q18.b4.monty,t3q18b5,t3.q18.b5.ch,t3.q18.b5.la,t3.q18.b5.monty,t3q18bnu,t2q19a1,t2.q19.a1.ch,t2.q19.a1.la,t2.q19.a1.monty,t2q19a2,t2.q19.a2.ch,t2.q19.a2.la,t2.q19.a2.monty,t2q19a3,t2.q19.a3.ch,t2.q19.a3.la,t2.q19.a3.monty,t2q19a4,t2.q19.a4.ch,t2.q19.a4.la,t2.q19.a4.monty,t2q19a5,t2.q19.a5.ch,t2.q19.a5.la,t2.q19.a5.monty,t219anu,t3q19a1,t3.q19.a1.ch,t3.q19.a1.la,t3.q19.a1.monty,t3q19a2,t3.q19.a2.ch,t3.q19.a2.la,t3.q19.a2.monty,t3q19a3,t3.q19.a3.ch,t3.q19.a3.la,t3.q19.a3.monty,t3q19a4,t3.q19.a4.ch,t3.q19.a4.la,t3.q19.a4.monty,t3q19a5,t3.q19.a5.ch,t3.q19.a5.la,t3.q19.a5.monty,t319anu,t2q19b1,t2.q19.b1.ch,t2.q19.b1.la,t2.q19.b1.monty,t2q19b2,t2.q19.b2.ch,t2.q19.b2.la,t2.q19.b2.monty,t2q19b3,t2.q19.b3.ch,t2.q19.b3.la,t2.q19.b3.monty,t2q19b4,t2.q19.b4.ch,t2.q19.b4.la,t2.q19.b4.monty,t2q19b5,t2.q19.b5.ch,t2.q19.b5.la,t2.q19.b5.monty,t2q19bnu,t3q19b1,t3.q19.b1.ch,t3.q19.b1.la,t3.q19.b1.monty,t3q19b2,t3.q19.b2.ch,t3.q19.b2.la,t3.q19.b2.monty,t3q19b3,t3.q19.b3.ch,t3.q19.b3.la,t3.q19.b3.monty,t3q19b4,t3.q19.b4.ch,t3.q19.b4.la,t3.q19.b4.monty,t3q19b5,t3.q19.b5.ch,t3.q19.b5.la,t3.q19.b5.monty,t319bnu,t2q20a1,t2.q20.a1.ch,t2.q20.a1.la,t2.q20.a1.monty,t2q20a2,t2.q20.a2.ch,t2.q20.a2.la,t2.q20.a2.monty,t2q20a3,t2.q20.a3.ch,t2.q20.a3.la,t2.q20.a3.monty,t2q20a4,t2.q20.a4.ch,t2.q20.a4.la,t2.q20.a4.monty,t2q20a5,t2.q20.a5.ch,t2.q20.a5.la,t2.q20.a5.monty,t2q20anu,t3q20a1,t3.q20.a1.ch,t3.q20.a1.la,t3.q20.a1.monty,t3q20a2,t3.q20.a2.ch,t3.q20.a2.la,t3.q20.a2.monty,t3q20a3,t3.q20.a3.ch,t3.q20.a3.la,t3.q20.a3.monty,t3q20a4,t3.q20.a4.ch,t3.q20.a4.la,t3.q20.a4.monty,t3q20a5,t3.q20.a5.ch,t3.q20.a5.la,t3.q20.a5.monty,t3q20anu,t2q20b1,t2.q20.b1.ch,t2.q20.b1.la,t2.q20.b1.monty,t2q20b2,t2.q20.b2.ch,t2.q20.b2.la,t2.q20.b2.monty,t2q20b3,t2.q20.b3.ch,t2.q20.b3.la,t2.q20.b3.monty,t2q20b4,t2.q20.b4.ch,t2.q20.b4.la,t2.q20.b4.monty,t2q20b5,t2.q20.b5.ch,t2.q20.b5.la,t2.q20.b5.monty,t2q20bnu,t3q20b1,t3.q20.b1.ch,t3.q20.b1.la,t3.q20.b1.monty,t3q20b2,t3.q20.b2.ch,t3.q20.b2.la,t3.q20.b2.monty,t3q20b3,t3.q20.b3.ch,t3.q20.b3.la,t3.q20.b3.monty,t3q20b4,t3.q20.b4.ch,t3.q20.b4.la,t3.q20.b4.monty,t3q20b5,t3.q20.b5.ch,t3.q20.b5.la,t3.q20.b5.monty,t3q20bnu,t2q21a1,t2.q21.a1.ch,t2.q21.a1.la,t2.q21.a1.monty,t2q21a2,t2.q21.a2.ch,t2.q21.a2.la,t2.q21.a2.monty,t2q21a3,t2.q21.a3.ch,t2.q21.a3.la,t2.q21.a3.monty,t2q21a4,t2.q21.a4.ch,t2.q21.a4.la,t2.q21.a4.monty,t2q21a5,t2.q21.a5.ch,t2.q21.a5.la,t2.q21.a5.monty,t2q21anu,t3q21a1,t3.q21.a1.ch,t3.q21.a1.la,t3.q21.a1.monty,t3q21a2,t3.q21.a2.ch,t3.q21.a2.la,t3.q21.a2.monty,t3q21a3,t3.q21.a3.ch,t3.q21.a3.la,t3.q21.a3.monty,t3q21a4,t3.q21.a4.ch,t3.q21.a4.la,t3.q21.a4.monty,t3q21a5,t3.q21.a5.ch,t3.q21.a5.la,t3.q21.a5.monty,t3q21anu,t2q21b1,t2.q21.b1.ch,t2.q21.b1.la,t2.q21.b1.monty,t2q21b2,t2.q21.b2.ch,t2.q21.b2.la,t2.q21.b2.monty,t2q21b3,t2.q21.b3.ch,t2.q21.b3.la,t2.q21.b3.monty,t2q21b4,t2.q21.b4.ch,t2.q21.b4.la,t2.q21.b4.monty,t2q21b5,t2.q21.b5.ch,t2.q21.b5.la,t2.q21.b5.monty,t2q21bnu,t3q21b1,t3.q21.b1.ch,t3.q21.b1.la,t3.q21.b1.monty,t3q21b2,t3.q21.b2.ch,t3.q21.b2.la,t3.q21.b2.monty,t3q21b3,t3.q21.b3.ch,t3.q21.b3.la,t3.q21.b3.monty,t3q21b4,t3.q21.b4.ch,t3.q21.b4.la,t3.q21.b4.monty,t3q21b5,t3.q21.b5.ch,t3.q21.b5.la,t3.q21.b5.monty,t3q21bnu
225099,Saves decision being made at age of 11,5,5,,All children treated equally,3,3,,Children can be asessed in an ongoing way in all areas of curriculum,2,1,1,NA,92,92,,NA,92,92,,3,Fair,3,3,,Don't have to come through transfer,"5,1",1,1,Parents experienced it,90,90,,11 too young for dividing,5,5,,NA,92,92,,4,Stick with tradition,8,8,,My child will be mixed with children of all abilities,"6,3",2,3,I went through it and turned out OK,"8,1",1,8,NA,92,92,,NA,92,92,,2,Not familiar,"3,1",8,1,Used to tradition,8,8,,Grammar school education superior,2,2,,NA,92,92,,NA,92,92,,3,To reinforce their Christian/religious beliefs,7,6,6,To shelter their child from opposing or dfferent faiths,"6,3",3,3,To make friends with similar children/sides of the community,6,6,,Social standing,"6,4",4,"4,6",NA,92,92,,4,Their own experience,6,1,6,What they know,6,1,6,Their own religious upbringing,"6,7",6,6,Fear of change,"4,5",1,5,Mixed relationship,91,94,91,5,To encourage mutual understanding and respect,4,4,,Mixed Marriages/partners - it can be an easier and preferred option,1,1,,Encourages friendships from both sides of the community,4,4,,Pleases' the grandparents,90,90,,NA,92,92,,,Fear of change,"c4,c5",c1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Learning is a shared experience & should embrace a mixed religious base,4,3,4,It's a positive way to facilitate integrated learning,4,5,5,Encourage collaborative working between teachers,2,1,2,NA,92,92,,NA,92,92,,3,Practical,1,1,,Cost effective,1,1,,their childs education comes first,2,2,,NA,92,92,,NA,92,92,,,Might feel threatened and not want their child to be exposed to change,"4,8",8,8,Not something they feel comfortable with,"8,4,3",3,"3,4",NA,92,92,,NA,92,92,,NA,92,92,,2,Not exposing their children to other religions,"8,3",8,3,Ignorance,3,3,,Genuine concerns,94,94,,NA,92,92,,NA,92,92,,2,Save stress of transfer selection,3,3,,Children's self-esteem maintained,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,Save a formal decision made for 11 year olds,3,3,,"Geographical reasons, closer to home",1,1,,14 is time enough to make decisions,3,3,,NA,92,92,,NA,92,92,,,Why change?,5,5,,It's not broken so why fix it?,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,,Fear of bullying,4,4,,Afraid of how the school can meet their needs,"1,2,3",1,1,Other methods more approriate,"90,93",94,94,NA,92,92,,NA,92,92,,
195032,Facilitate wider choice under the same roof,2,2,,Appropriate for children attending schools,Vague,94,94,Each school will be having exact same rights and duties,3,3,,Easy for management if same route for all applies,1,1,,The parents would know what exactly is on offer,1,1,,5,Children would have all at the school,2,1,2,Teachers available to teach all subjects,2,1,2,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Not oppposed,c94,91,c94,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To get religious education,7,7,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,The children grow to understand eachother from early stage,4,4,,The wider groups the better the knowledge,4,2,2,To narrow the much divided csociety currently,4,4,,To highlight that we are human first before part of any religious group,4,3,3,To enable change for the future,4,4,,5,Children learn about other religions,4,4,,Mix better,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,To get together,4,4,,Promote better understanding,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Religious groups should be seperated,"4,8",8,8,Teacher would have a job controlling the class,"2,5",1,1,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,People thought 14 was a better age to sit exams than 11,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Mixing 7-14. 7 too young to mix with teenagers,4,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
196094,Economic reasons combining schools,1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Make children feel equal,"3,5",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"Well I don't see how it would work, not really sure",1,1,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Might be looked down upon for doing so,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"Their belief, want them to be brought up as Catholics or Protestants","7,6",6,6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Want to accept people for who they are,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Open minded for the future,4,4,,Children mix - learn about eachother,4,4,,Show both communities that they are no different,4,3,4,NA,92,92,,NA,92,92,,3,If it was a religious class it might go against their concientious beliefs,c91,94,c8,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,Gives pupils more choice,2,1,2,"Nothing else, can't think",91,91,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,Boils down to their views on religious grounds. Some don't want mixing,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,"Quite young with each other, Don't know",3,94,3,Only seven years of a difference,3,94,94,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
22,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
736,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,EVERYBODY HAS THE SAME CHANCE AT EDUCATION,3,3,,TO GET THE CHILDREN TO BOND BETTER,"5,4",4,4,ALL CHILDREN TO HAVE A FAIR CHANCE AT EDUCATION,3,3,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PARENTS WHO ARE WEATHLY THINK THAT THEIR CHILDREN SHOULD GET A BETTER EDUCATION,6,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,PARENTS THINK THAT RELIGION INVOLVING TWO DIFFERENT RELIGIONS CANT BE TAUGHT IN THE SAME CLASSROOM,7,1,1,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THAT THE CHILDREN SHOULD LEARN TO LIVE TOGETHER PEACEFULLY REGARDLESS OF THEIR RELIGION,4,4,,THAT THE CHILDREN SHOULD RESPECT EACH OTHER REGARDLESS OF THEIR RELIGION,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,LEARN TO LIVE WITH EACH OTHER,4,4,,THE CHILDREN TO MIX BETTER AND GET ON WELL WITH NO FIGHTING OR ARGUING,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DONT WANT CHILDREN WITH DIFFERENT RELIGIONS TO MIX,"8,3",8,8,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
177,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BRING THE 2 COMMUNITIES TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THEY THINK IT MAY BE TOO ONE SIDED,"4,5",94,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THE RELIGION TEACHING PART,7,7,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT WOULD BRING THE COMMUNITIES CLOSER TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT WOULD BRING COMMUNITIES TOGETHER,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IT WOULD ALWAYS BE ONE SIDED,4,94,94,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
114,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CONSIDER IT A FAIRER SYSTEM,3,3,,EVERY CHILD GETS A CHANCE,3,94,3,NO SELECTION,3,5,,BETTER LEFT UNTIL OLDER TO MAKER CHOICES,5,5,,NA,92,92,,4,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN GET A BETTER EDUCATION AT GRAMMAR SCHOOL - WANT SELECTION ON THAT BASIS,2,2,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,RELIGIOUS TEACHING WISHED TO BE TAUGHT,7,7,,WANTING TO KEEP CULTURE,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MAKES CHILDREN MORE OPEN MINDED,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN WOULD MIX MORE,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,LOSING THE CHILDRENS IDENTITY,8,8,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN MORE MATURE AT 14 TO MAKE CHOICES,3,3,,TOO MUCH PRESSURE FOR CHILD OF 11 TO DO TRANSFER TEST,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,CHILDREN GETTING GOOD EDUCATION AT THE MOMENT - NO NEED FOR CHANGE,5,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
39,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BECAUSE THEY HAVE THEIR OWN STRONG BELIEFS,"6,7",6,6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,WOULDNT HAVE STRONG BELIEFS ABOUT THERE OWN RELIGION,"4,c6",91,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,IF THEY PUT THEIR CHILDREN IN SAME SCHOOLS THEY WANT THERE CHILDREN TO LEARN TOGETHER AND SEE THAT IT IS POSSIBLE TO DO,4,5,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BECAUSE THE POST PRIMARY ARE OLDER AND EDUCATION WISE OK/ SOCIALLY IT WOULDNT BE OK,"4,3",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
104,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MAYBE BECAUSE CHILDREN IN THE FUTURE WILL BE WORKING WITH MIXED RELIGION SO IT PREPARES THEM,"c4,c1",c4,"c1,c4",IT WOULD BRING MORE PEACE/KEEP PEACE IN THE COUNTRY,c4,5,5,BETTER EDUCATION SYSTEM MAY COME ABOUT IT SOME PEOPLE THINK,2,2,,NA,92,92,,NA,92,92,,3,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
818,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
154,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,INTEGRATION,4,4,,SAME EDUCATION FOR EVERYBODY,3,3,,FINANCIALLY MORE VIABLE,1,1,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,RELIGIOUS INDIFFERENCE,3,3,,PERHAPS A DIFFERENT CURRICULUM,2,2,,LOSS OF IDENTITY,9,9,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,LACK OF TRUST,3,3,,IDENTITY,6,6,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,DIVERSITY,4,4,,BUILD UP TRUST BETWEEN RELIGIONS,4,4,,EQUALITY,3,3,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,BUILD TRUST,4,4,,CHANCE OF EQUALITY IN REGARD TO SUBJECTS,3,"2,3",2,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TRUST,91,3,94,SOME PEOPLE DONT WANT CHANGE,94,8,8,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,MORE CONSISTENCY IN THE SWITCH FROM ONE CLASS TO ANOTHER,2,3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,THE HORMONAL CHANGES THAT 14 YEAR OLDS GO THROUGH MAKE THEM MORE MOODY,"3,4",3,3,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
584,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,A LOT TO DO WITH RELIGION,4,94,4,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,TO DO WITH THEIR OWN FAITH,"6,3",6,6,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,1,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,RELIGION IS NOT AS IMPORTANT,4,5,,GOOD TO MIX WITH OTHER CHILDREN,4,4,,NA,92,92,,NA,92,92,,NA,92,92,,2,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,GOOD FOR THEM ALL TO BE IN ONE SCHOOL,3,3,,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,NA,,92,,,YOUNGER CHILDREN NEED EXTRA HELP,"3,2",3,2,NA,92,92,,NA,92,92,,NA,92,92,,NA,92,92,,
